,country,cluster_id,competitor_entry_date
776,country_1,ID_237,2021-02-01
777,country_42,ID_3138,1997-10-01
778,country_0,ID_25,2013-12-01
779,country_21,ID_1835,2025-02-01
780,country_21,ID_1873,2001-04-01
781,country_6,ID_538,2021-04-01
782,country_4,ID_364,2000-03-01
783,country_20,ID_1706,2007-08-01
784,country_24,ID_2105,2012-04-01
785,country_21,ID_1843,2004-10-01
786,country_4,ID_310,2017-02-01
787,country_13,ID_1287,2022-10-01
788,country_35,ID_1189,1991-04-01
789,country_18,ID_1657,2008-01-01
790,country_20,ID_1736,2009-02-01
791,country_22,ID_1957,2011-11-01
792,country_29,ID_2454,2021-02-01
793,country_18,ID_1635,2001-05-01
794,country_16,ID_1455,2011-11-01
795,country_32,ID_2792,2022-01-01
796,country_20,ID_1734,2012-03-01
797,country_22,ID_1958,2014-08-01
798,country_35,ID_1174,2013-11-01
799,country_38,ID_3074,2002-02-01
800,country_21,ID_1878,2001-01-01
801,country_38,ID_3072,2019-01-01
803,country_20,ID_1703,2016-09-01
805,country_4,ID_321,2015-11-01
806,country_21,ID_1878,2014-10-01
807,country_6,ID_496,2003-10-01
808,country_38,ID_3113,2021-09-01
809,country_6,ID_511,2018-07-01
810,country_38,ID_3076,2021-09-01
811,country_35,ID_1226,2019-06-01
814,country_35,ID_1184,2010-10-01
816,country_21,ID_1841,2019-07-01
817,country_22,ID_1951,2019-07-01
819,country_37,ID_606,2019-12-01
820,country_2,ID_137,2022-08-01
821,country_42,ID_3157,2001-11-01
823,country_16,ID_1457,2020-04-01
824,country_40,ID_3007,2021-02-01
825,country_4,ID_328,2002-07-01
826,country_36,ID_2676,2018-10-01
828,country_42,ID_3159,2013-12-01
829,country_15,ID_979,2018-10-01
830,country_35,ID_1226,2018-12-01
831,country_22,ID_1923,2018-08-01
832,country_29,ID_2446,2021-01-01
834,country_15,ID_955,2022-09-01
835,country_4,ID_310,2018-12-01
837,country_16,ID_1445,2015-06-01
838,country_42,ID_3146,1995-02-01
839,country_21,ID_1856,2012-04-01
840,country_14,ID_1366,2007-01-01
841,country_37,ID_583,2017-01-01
842,country_34,ID_3333,2020-12-01
843,country_20,ID_1706,2021-09-01
844,country_40,ID_3017,2024-01-01
845,country_22,ID_1927,2017-03-01
846,country_7,ID_700,2016-02-01
847,country_13,ID_1308,2020-09-01
848,country_38,ID_3073,2020-04-01
850,country_4,ID_346,2022-03-01
851,country_15,ID_944,2013-11-01
852,country_21,ID_1855,2023-08-01
853,country_14,ID_1405,2014-04-01
854,country_31,ID_2605,2021-11-01
855,country_21,ID_1837,2015-04-01
856,country_14,ID_1369,2022-01-01
857,country_24,ID_2105,2015-12-01
858,country_18,ID_1629,2022-08-01
859,country_15,ID_977,2020-08-01
860,country_21,ID_1842,2005-02-01
861,country_37,ID_620,2024-11-01
862,country_36,ID_2711,2021-11-01
863,country_42,ID_3201,2022-03-01
864,country_35,ID_1176,2022-08-01
865,country_15,ID_957,2024-12-01
866,country_14,ID_1368,2019-07-01
867,country_15,ID_989,2024-03-01
868,country_38,ID_3080,2021-01-01
869,country_34,ID_3320,2021-11-01
870,country_30,ID_2535,2020-10-01
872,country_15,ID_957,2023-09-01
873,country_2,ID_136,2009-08-01
874,country_6,ID_508,2019-06-01
875,country_21,ID_1883,2019-08-01
876,country_10,ID_860,2008-08-01
877,country_14,ID_1369,2022-03-01
878,country_41,ID_3228,1999-03-01
879,country_24,ID_2105,2007-11-01
880,country_24,ID_2105,2003-03-01
881,country_5,ID_445,2018-09-01
882,country_35,ID_1176,2002-04-01
883,country_22,ID_1923,2009-03-01
884,country_35,ID_1195,2022-07-01
885,country_16,ID_1457,2018-03-01
886,country_14,ID_1374,2000-11-01
887,country_18,ID_1657,1998-06-01
889,country_32,ID_2747,2011-04-01
890,country_21,ID_1842,2021-06-01
891,country_35,ID_1176,2016-03-01
892,country_41,ID_3232,2020-08-01
893,country_4,ID_325,2002-05-01
894,country_24,ID_2110,2024-02-01
895,country_14,ID_1387,2015-11-01
896,country_34,ID_3342,2011-08-01
897,country_42,ID_3159,2013-09-01
898,country_32,ID_2752,2012-12-01
899,country_20,ID_1738,2018-11-01
900,country_32,ID_2748,2016-11-01
901,country_6,ID_508,2012-04-01
903,country_21,ID_1884,2015-10-01
904,country_37,ID_591,2024-02-01
905,country_35,ID_1201,2022-10-01
907,country_0,ID_25,2016-12-01
909,country_5,ID_446,2007-02-01
910,country_4,ID_307,2005-08-01
911,country_35,ID_1205,2021-09-01
912,country_18,ID_1616,1999-06-01
913,country_21,ID_1884,2015-02-01
914,country_37,ID_620,2023-08-01
915,country_14,ID_1405,2022-07-01
916,country_20,ID_1734,2023-02-01
917,country_29,ID_2441,2016-12-01
918,country_14,ID_1375,2014-02-01
919,country_38,ID_3074,2003-11-01
920,country_18,ID_1633,2021-06-01
921,country_4,ID_344,2007-02-01
922,country_29,ID_2442,2017-07-01
923,country_38,ID_3116,2021-09-01
925,country_14,ID_1369,2022-01-01
926,country_14,ID_1405,2016-09-01
927,country_35,ID_1226,2014-06-01
928,country_10,ID_860,2022-12-01
929,country_16,ID_1494,2017-04-01
931,country_31,ID_2595,2019-06-01
933,country_38,ID_3113,2013-03-01
934,country_15,ID_945,2014-02-01
936,country_10,ID_872,2019-10-01
937,country_32,ID_2755,2011-04-01
938,country_21,ID_1851,2024-02-01
939,country_22,ID_1920,2015-06-01
940,country_26,ID_2169,2021-06-01
941,country_13,ID_1287,2020-10-01
943,country_13,ID_1293,2018-12-01
944,country_22,ID_1937,2018-03-01
945,country_31,ID_2585,2022-03-01
946,country_41,ID_3282,2022-06-01
947,country_22,ID_1939,2017-04-01
948,country_38,ID_3113,2021-12-01
949,country_35,ID_1238,2019-10-01
950,country_21,ID_1823,2018-03-01
951,country_6,ID_501,2023-06-01
952,country_38,ID_3076,2006-01-01
953,country_22,ID_1959,2019-04-01
954,country_38,ID_3073,2018-06-01
955,country_15,ID_989,2012-03-01
956,country_30,ID_2516,2022-08-01
957,country_16,ID_1469,2022-05-01
959,country_7,ID_701,2015-09-01
960,country_15,ID_955,2019-02-01
961,country_9,ID_793,2012-11-01
962,country_35,ID_1188,2019-09-01
963,country_1,ID_211,2017-05-01
966,country_37,ID_587,2020-03-01
967,country_6,ID_514,2023-03-01
968,country_22,ID_1932,2024-06-01
969,country_35,ID_1193,2004-03-01
970,country_2,ID_147,2022-12-01
971,country_4,ID_359,2009-12-01
972,country_21,ID_1841,2014-12-01
973,country_16,ID_1453,2011-06-01
974,country_36,ID_2676,2019-04-01
975,country_4,ID_342,2012-04-01
976,country_22,ID_1917,2012-08-01
977,country_20,ID_1734,2021-10-01
978,country_21,ID_1834,2017-12-01
980,country_31,ID_2605,2024-10-01
981,country_21,ID_1842,2006-10-01
982,country_14,ID_1345,1999-09-01
983,country_38,ID_3056,1995-04-01
984,country_20,ID_1710,2018-09-01
986,country_7,ID_701,2020-11-01
987,country_26,ID_2169,2022-01-01
988,country_22,ID_1939,2020-10-01
989,country_16,ID_1494,2023-04-01
990,country_20,ID_1703,2006-02-01
992,country_22,ID_1937,2024-05-01
993,country_21,ID_1848,2023-12-01
994,country_35,ID_1238,2022-11-01
995,country_0,ID_66,2006-06-01
996,country_35,ID_1182,2004-04-01
997,country_31,ID_2611,2016-01-01
998,country_20,ID_1710,2022-04-01
999,country_18,ID_1626,2018-01-01
1000,country_4,ID_333,2018-09-01
1001,country_24,ID_2091,2021-11-01
1002,country_15,ID_935,2014-01-01
1003,country_13,ID_1323,2019-03-01
1004,country_1,ID_198,2023-10-01
1006,country_21,ID_1854,2013-12-01
1007,country_20,ID_1710,1990-05-01
1008,country_4,ID_365,2010-06-01
1010,country_16,ID_1463,2015-10-01
1011,country_15,ID_945,1990-11-01
1012,country_14,ID_1367,2018-08-01
1013,country_35,ID_1179,2013-05-01
1014,country_41,ID_3244,1993-09-01
1015,country_35,ID_1176,2008-08-01
1016,country_41,ID_3259,2020-12-01
1017,country_42,ID_3149,2015-10-01
1018,country_21,ID_1828,2011-08-01
1019,country_14,ID_1367,2014-02-01
1020,country_13,ID_1293,2014-09-01
1021,country_21,ID_1843,2013-09-01
1022,country_6,ID_490,1995-12-01
1024,country_38,ID_3074,2010-10-01
1025,country_4,ID_338,2002-06-01
1026,country_37,ID_627,2013-03-01
1027,country_38,ID_3081,2003-10-01
1028,country_22,ID_1951,2012-04-01
1029,country_32,ID_2790,2012-06-01
1031,country_7,ID_678,2015-11-01
1032,country_6,ID_511,2019-11-01
1034,country_41,ID_3253,2020-08-01
1035,country_21,ID_1823,2023-10-01
1036,country_36,ID_2711,2014-06-01
1037,country_18,ID_1659,1998-03-01
1038,country_34,ID_3340,2014-05-01
1039,country_42,ID_3167,2017-05-01
1041,country_20,ID_1731,2009-04-01
1043,country_21,ID_1878,2018-05-01
1044,country_38,ID_3100,2001-03-01
1045,country_35,ID_1237,2023-06-01
1046,country_35,ID_1199,2024-03-01
1047,country_6,ID_492,2018-01-01
1048,country_2,ID_127,2017-02-01
1049,country_0,ID_25,2015-05-01
1050,country_15,ID_979,2013-08-01
1051,country_13,ID_1293,2018-07-01
1053,country_22,ID_1935,2017-03-01
1054,country_31,ID_2611,2016-12-01
1055,country_13,ID_1287,2018-06-01
1056,country_37,ID_583,2015-10-01
1057,country_22,ID_1922,2022-06-01
1059,country_41,ID_3282,2020-06-01
1060,country_36,ID_2711,2018-01-01
1061,country_35,ID_1156,2005-06-01
1062,country_42,ID_3138,2012-05-01
1063,country_10,ID_846,2023-07-01
1064,country_42,ID_3149,2016-09-01
1065,country_41,ID_3250,2017-11-01
1066,country_38,ID_3050,2018-12-01
1067,country_38,ID_3081,2015-02-01
1068,country_42,ID_3159,2006-06-01
1069,country_41,ID_3259,2020-06-01
1070,country_42,ID_3202,2025-06-01
1071,country_1,ID_236,2013-01-01
1072,country_7,ID_682,2018-11-01
1073,country_42,ID_3165,2021-01-01
1075,country_31,ID_2595,2015-12-01
1076,country_11,ID_1055,2020-07-01
1077,country_6,ID_509,2023-08-01
1079,country_21,ID_1840,2019-12-01
1080,country_18,ID_1618,2021-01-01
1081,country_6,ID_483,2023-05-01
1082,country_31,ID_2609,2016-09-01
1083,country_29,ID_2431,2025-02-01
1087,country_42,ID_3202,2024-09-01
1088,country_24,ID_2085,2014-08-01
1092,country_18,ID_1629,2016-04-01
1093,country_31,ID_2585,2023-05-01
1096,country_21,ID_1818,2006-07-01
1097,country_36,ID_2683,2021-05-01
1098,country_6,ID_491,2004-01-01
1099,country_18,ID_1626,2016-07-01
1100,country_35,ID_1203,2006-10-01
1101,country_20,ID_1709,2015-02-01
1102,country_14,ID_1407,2023-11-01
1103,country_18,ID_1629,2019-02-01
1104,country_21,ID_1837,2015-03-01
1105,country_1,ID_207,2019-08-01
1106,country_4,ID_338,2019-05-01
1107,country_38,ID_3081,2019-11-01
1108,country_42,ID_3178,2015-09-01
1110,country_20,ID_1706,2022-07-01
1111,country_36,ID_2676,2021-12-01
1112,country_16,ID_1457,2015-05-01
1113,country_20,ID_1706,2017-03-01
1114,country_35,ID_1180,2008-12-01
1115,country_15,ID_987,2020-11-01
1116,country_14,ID_1362,2008-09-01
1117,country_15,ID_957,2018-06-01
1118,country_42,ID_3172,2021-02-01
1119,country_15,ID_988,2000-01-01
1120,country_16,ID_1459,2014-08-01
1121,country_15,ID_928,2015-07-01
1123,country_1,ID_198,2019-03-01
1125,country_18,ID_1656,2012-06-01
1126,country_6,ID_477,2006-07-01
1127,country_24,ID_2091,2022-12-01
1128,country_16,ID_1449,2017-04-01
1129,country_37,ID_566,2016-10-01
1131,country_41,ID_3220,2014-09-01
1132,country_20,ID_1703,2020-05-01
1133,country_15,ID_956,2025-04-01
1134,country_15,ID_961,2009-04-01
1136,country_35,ID_1188,2018-09-01
1139,country_18,ID_1610,2000-11-01
1140,country_42,ID_3158,2010-01-01
1141,country_4,ID_357,2019-11-01
1142,country_25,ID_2229,2021-08-01
1143,country_42,ID_3146,2011-10-01
1144,country_20,ID_1734,2020-03-01
1145,country_10,ID_870,2021-02-01
1147,country_34,ID_3333,2021-12-01
1148,country_22,ID_1947,2013-07-01
1149,country_14,ID_1405,2021-03-01
1150,country_2,ID_147,2022-02-01
1152,country_21,ID_1842,2016-08-01
1153,country_24,ID_2105,2023-03-01
1154,country_32,ID_2748,2013-10-01
1155,country_22,ID_1941,2015-08-01
1156,country_24,ID_2081,2021-09-01
1157,country_24,ID_2105,2021-01-01
1159,country_4,ID_321,1985-06-01
1160,country_34,ID_3333,2021-10-01
1161,country_37,ID_593,2022-06-01
1162,country_15,ID_980,2021-10-01
1163,country_21,ID_1849,2022-02-01
1164,country_13,ID_1287,2018-10-01
1165,country_18,ID_1635,2020-09-01
1166,country_21,ID_1837,1998-02-01
1167,country_4,ID_338,2023-01-01
1168,country_24,ID_2105,2013-12-01
1169,country_6,ID_491,2006-05-01
1170,country_36,ID_2682,2018-03-01
1171,country_35,ID_1183,2008-11-01
1172,country_11,ID_1041,2021-07-01
1173,country_32,ID_2741,2003-12-01
1174,country_42,ID_3197,2022-06-01
1175,country_38,ID_3081,2003-02-01
1177,country_35,ID_1197,2024-10-01
1178,country_33,ID_2836,2017-04-01
1179,country_15,ID_989,2018-07-01
1180,country_41,ID_3244,2020-02-01
1181,country_24,ID_2091,2009-04-01
1182,country_13,ID_1293,2018-05-01
1183,country_4,ID_362,2014-04-01
1184,country_4,ID_338,2023-06-01
1185,country_6,ID_491,2019-05-01
1187,country_37,ID_579,2003-10-01
1188,country_35,ID_1190,2022-08-01
1190,country_40,ID_3013,2017-08-01
1191,country_13,ID_1287,2018-08-01
1192,country_37,ID_583,2021-02-01
1193,country_15,ID_935,2022-11-01
1194,country_7,ID_696,2020-06-01
1196,country_18,ID_1656,2012-06-01
1197,country_6,ID_501,2020-04-01
1198,country_35,ID_1182,2012-06-01
1199,country_21,ID_1832,2013-03-01
1200,country_1,ID_198,2008-10-01
1201,country_0,ID_25,2016-02-01
1202,country_41,ID_3259,2019-05-01
1203,country_13,ID_1294,2021-09-01
1204,country_35,ID_1190,2022-07-01
1205,country_35,ID_1189,2015-06-01
1207,country_16,ID_1504,2024-12-01
1208,country_21,ID_1848,2015-04-01
1209,country_2,ID_123,2022-12-01
1210,country_10,ID_870,2017-04-01
1211,country_18,ID_1613,2001-07-01
1212,country_10,ID_860,2022-03-01
1213,country_4,ID_316,2019-04-01
1214,country_10,ID_851,2016-01-01
1215,country_14,ID_1405,2016-08-01
1216,country_37,ID_583,2021-02-01
1217,country_20,ID_1734,2026-01-01
1218,country_34,ID_3363,2011-12-01
1219,country_35,ID_1195,2024-09-01
1220,country_38,ID_3053,2013-02-01
1221,country_15,ID_944,2018-03-01
1222,country_14,ID_1405,2022-04-01
1223,country_16,ID_1471,2023-02-01
1224,country_38,ID_3097,2024-09-01
1225,country_35,ID_1156,2004-05-01
1226,country_42,ID_3178,2024-10-01
1227,country_1,ID_204,2024-01-01
1228,country_36,ID_2682,2017-09-01
1229,country_36,ID_2711,2016-09-01
1230,country_32,ID_2787,1997-11-01
1231,country_41,ID_3226,2017-11-01
1232,country_35,ID_1176,2016-05-01
1234,country_1,ID_203,2021-12-01
1235,country_22,ID_1953,2018-07-01
1236,country_0,ID_69,2023-01-01
1237,country_35,ID_1194,2016-12-01
1238,country_32,ID_2785,2016-10-01
1239,country_20,ID_1704,2017-09-01
1240,country_4,ID_321,2016-01-01
1241,country_42,ID_3154,2009-06-01
1242,country_7,ID_696,2019-10-01
1244,country_7,ID_676,2015-04-01
1245,country_41,ID_3259,2016-03-01
1247,country_21,ID_1818,2007-02-01
1248,country_33,ID_2836,2020-09-01
1249,country_22,ID_1935,2025-03-01
1250,country_32,ID_2793,2019-03-01
1252,country_18,ID_1610,2008-11-01
1253,country_20,ID_1713,2020-03-01
1254,country_14,ID_1360,2011-09-01
1255,country_41,ID_3221,2011-12-01
1256,country_42,ID_3160,2017-11-01
1257,country_21,ID_1834,2014-03-01
1258,country_21,ID_1878,2022-05-01
1259,country_4,ID_321,2013-10-01
1260,country_42,ID_3159,2017-08-01
1261,country_21,ID_1849,2022-09-01
1262,country_32,ID_2752,2017-07-01
1264,country_41,ID_3259,2018-04-01
1265,country_35,ID_1238,2012-02-01
1266,country_41,ID_3244,2015-02-01
1267,country_22,ID_1932,2023-04-01
1268,country_2,ID_147,2022-01-01
1269,country_6,ID_531,2002-07-01
1270,country_14,ID_1367,1990-09-01
1271,country_16,ID_1458,2014-09-01
1272,country_32,ID_2761,2020-08-01
1273,country_9,ID_817,2003-08-01
1274,country_16,ID_1494,2017-08-01
1275,country_29,ID_2456,2022-02-01
1276,country_21,ID_1879,2023-05-01
1277,country_16,ID_1449,2015-06-01
1278,country_38,ID_3074,2020-03-01
1279,country_20,ID_1709,2018-02-01
1280,country_35,ID_1178,2023-12-01
1281,country_31,ID_2607,2018-02-01
1282,country_24,ID_2109,2011-12-01
1283,country_38,ID_3068,2012-02-01
1284,country_4,ID_333,2010-10-01
1285,country_16,ID_1463,2017-01-01
1287,country_16,ID_1504,2020-04-01
1289,country_4,ID_340,2019-11-01
1290,country_16,ID_1457,2018-04-01
1291,country_22,ID_1924,2014-12-01
1292,country_16,ID_1449,2009-12-01
1293,country_18,ID_1622,2014-06-01
1294,country_38,ID_3067,2003-05-01
1295,country_21,ID_1834,2016-02-01
1296,country_35,ID_1200,2016-01-01
1298,country_32,ID_2790,2018-08-01
1299,country_6,ID_538,2012-08-01
1301,country_1,ID_231,2014-04-01
1302,country_22,ID_1922,2009-04-01
1303,country_29,ID_2441,2016-12-01
1304,country_32,ID_2732,1999-07-01
1305,country_32,ID_2782,2005-01-01
1306,country_41,ID_3282,2021-09-01
1307,country_1,ID_236,2014-07-01
1309,country_38,ID_3113,2019-06-01
1311,country_22,ID_1937,2021-01-01
1312,country_41,ID_3244,2020-01-01
1313,country_4,ID_329,2015-02-01
1314,country_4,ID_316,2014-12-01
1315,country_14,ID_1365,2013-10-01
1316,country_24,ID_2107,2022-04-01
1317,country_42,ID_3139,2019-11-01
1318,country_6,ID_511,2021-09-01
1320,country_38,ID_3113,2025-05-01
1321,country_41,ID_3259,2009-08-01
1322,country_16,ID_1458,2016-08-01
1323,country_16,ID_1458,2015-08-01
1325,country_31,ID_2611,2019-03-01
1326,country_41,ID_3244,2019-07-01
1327,country_15,ID_939,2014-05-01
1328,country_6,ID_531,2009-08-01
1329,country_1,ID_209,2017-02-01
1331,country_6,ID_483,2022-01-01
1332,country_4,ID_328,2016-06-01
1333,country_6,ID_490,2001-06-01
1335,country_20,ID_1710,1997-10-01
1337,country_24,ID_2067,2021-01-01
1338,country_35,ID_1202,2013-08-01
1339,country_14,ID_1405,2019-09-01
1340,country_2,ID_123,2021-01-01
1341,country_35,ID_1183,2008-09-01
1342,country_36,ID_2676,2017-03-01
1343,country_31,ID_2607,2021-02-01
1344,country_35,ID_1181,1990-08-01
1345,country_38,ID_3069,2012-11-01
1346,country_42,ID_3182,2022-05-01
1348,country_18,ID_1659,2012-05-01
1349,country_21,ID_1829,2015-01-01
1350,country_7,ID_663,2017-02-01
1351,country_42,ID_3165,2016-04-01
1353,country_42,ID_3183,2020-11-01
1354,country_35,ID_1206,2022-06-01
1355,country_29,ID_2441,2014-12-01
1356,country_20,ID_1709,2016-07-01
1357,country_41,ID_3250,2005-12-01
1358,country_32,ID_2734,1998-02-01
1360,country_15,ID_958,2001-01-01
1361,country_38,ID_3076,2011-02-01
1362,country_15,ID_936,2006-11-01
1363,country_21,ID_1834,2016-04-01
1364,country_16,ID_1459,2021-05-01
1365,country_35,ID_1181,2018-10-01
1366,country_29,ID_2454,2021-03-01
1367,country_38,ID_3076,2020-12-01
1368,country_42,ID_3161,2018-04-01
1369,country_4,ID_298,2008-05-01
1370,country_21,ID_1834,2003-10-01
1371,country_20,ID_1736,2013-09-01
1372,country_42,ID_3152,2004-02-01
1373,country_10,ID_845,2018-04-01
1374,country_22,ID_1925,2017-11-01
1375,country_13,ID_1323,2018-09-01
1376,country_20,ID_1700,2008-10-01
1377,country_42,ID_3165,1998-09-01
1378,country_20,ID_1710,2003-04-01
1380,country_10,ID_888,2007-12-01
1381,country_0,ID_66,2014-02-01
1383,country_14,ID_1405,2024-08-01
1385,country_21,ID_1845,2025-09-01
1387,country_33,ID_2835,2017-09-01
1389,country_4,ID_338,2022-07-01
1390,country_15,ID_934,2024-07-01
1391,country_38,ID_3080,2016-07-01
1393,country_14,ID_1375,2018-06-01
1395,country_4,ID_342,2016-05-01
1397,country_4,ID_321,2001-02-01
1398,country_10,ID_872,2022-05-01
1399,country_15,ID_958,2012-12-01
1400,country_42,ID_3161,1998-01-01
1402,country_24,ID_2086,2015-12-01
1403,country_21,ID_1878,2021-05-01
1404,country_33,ID_2833,2022-11-01
1405,country_21,ID_1832,2006-10-01
1406,country_15,ID_939,1997-10-01
1407,country_15,ID_957,2015-05-01
1408,country_21,ID_1829,1999-12-01
1409,country_15,ID_989,2023-09-01
1410,country_21,ID_1843,2017-07-01
1411,country_15,ID_987,2006-06-01
1412,country_29,ID_2452,2020-10-01
1413,country_13,ID_1323,2014-02-01
1414,country_35,ID_1226,2014-08-01
1416,country_6,ID_497,2015-05-01
1417,country_22,ID_1958,2008-10-01
1418,country_42,ID_3165,2022-11-01
1421,country_20,ID_1710,2017-03-01
1423,country_22,ID_1904,2004-08-01
1424,country_35,ID_1188,2020-06-01
1425,country_42,ID_3160,2004-08-01
1426,country_32,ID_2782,2001-10-01
1427,country_4,ID_364,2005-01-01
1429,country_13,ID_1323,2019-03-01
1430,country_22,ID_1959,2016-09-01
1431,country_21,ID_1829,2007-02-01
1432,country_22,ID_1934,2014-06-01
1433,country_35,ID_1190,2006-08-01
1434,country_37,ID_583,2022-05-01
1435,country_13,ID_1293,2019-08-01
1436,country_21,ID_1843,2016-06-01
1438,country_16,ID_1461,2022-01-01
1439,country_32,ID_2792,2023-03-01
1441,country_21,ID_1855,2016-01-01
1442,country_20,ID_1685,2013-03-01
1444,country_16,ID_1464,2022-04-01
1445,country_22,ID_1923,2017-12-01
1446,country_2,ID_124,2022-02-01
1447,country_22,ID_1941,2016-01-01
1448,country_20,ID_1722,2021-07-01
1449,country_24,ID_2084,2019-09-01
1450,country_7,ID_699,2021-12-01
1451,country_34,ID_3363,2023-02-01
1452,country_0,ID_66,2018-12-01
1453,country_16,ID_1445,2010-01-01
1454,country_21,ID_1856,2011-10-01
1455,country_41,ID_3221,2015-03-01
1456,country_42,ID_3167,2001-04-01
1457,country_6,ID_537,2009-06-01
1460,country_37,ID_599,2017-02-01
1462,country_35,ID_1180,2007-10-01
1463,country_22,ID_1940,2010-11-01
1464,country_41,ID_3221,2005-12-01
1465,country_30,ID_2500,2019-01-01
1466,country_37,ID_628,2016-06-01
1467,country_33,ID_2833,2022-08-01
1468,country_21,ID_1834,2013-06-01
1469,country_6,ID_492,2017-09-01
1470,country_4,ID_323,2015-01-01
1471,country_16,ID_1457,2025-02-01
1474,country_41,ID_3244,2012-10-01
1475,country_4,ID_364,2015-12-01
1476,country_38,ID_3080,2017-01-01
1479,country_35,ID_1189,2016-03-01
1480,country_1,ID_211,2013-12-01
1481,country_16,ID_1503,2022-02-01
1483,country_32,ID_2773,2021-11-01
1484,country_21,ID_1854,2020-09-01
1485,country_18,ID_1657,2006-10-01
1486,country_41,ID_3244,1996-10-01
1489,country_2,ID_121,2021-07-01
1490,country_6,ID_531,2004-03-01
1491,country_6,ID_490,2014-11-01
1492,country_6,ID_490,2000-03-01
1493,country_6,ID_490,2013-09-01
1497,country_38,ID_3080,2004-02-01
1500,country_6,ID_537,2023-03-01
1501,country_20,ID_1734,2022-04-01
1502,country_4,ID_340,2012-01-01
1503,country_2,ID_123,2025-11-01
1504,country_41,ID_3225,2013-11-01
1505,country_41,ID_3220,2006-06-01
1506,country_16,ID_1453,2022-08-01
1507,country_18,ID_1612,2022-12-01
1508,country_22,ID_1924,2014-07-01
1509,country_18,ID_1612,2017-05-01
1510,country_21,ID_1873,2013-11-01
1512,country_2,ID_109,2013-07-01
1513,country_35,ID_1237,2011-05-01
1514,country_6,ID_497,2014-09-01
1515,country_35,ID_1180,2021-11-01
1516,country_21,ID_1873,2024-12-01
1517,country_9,ID_817,2017-09-01
1518,country_20,ID_1709,2021-11-01
1519,country_15,ID_950,2008-08-01
1520,country_15,ID_988,2022-11-01
1521,country_21,ID_1848,2016-06-01
1522,country_22,ID_1912,2008-06-01
1524,country_26,ID_2183,2022-09-01
1525,country_35,ID_1164,2008-03-01
1526,country_15,ID_932,2012-07-01
1527,country_22,ID_1937,2015-11-01
1528,country_32,ID_2748,2017-12-01
1529,country_42,ID_3165,2019-01-01
1530,country_6,ID_513,2009-01-01
1532,country_15,ID_920,2006-10-01
1533,country_29,ID_2473,2022-09-01
1534,country_38,ID_3076,2018-08-01
1535,country_26,ID_2183,2020-06-01
1536,country_21,ID_1833,2014-12-01
1537,country_2,ID_95,2013-08-01
1538,country_42,ID_3199,2020-04-01
1539,country_0,ID_66,2020-09-01
1540,country_34,ID_3307,2005-05-01
1541,country_4,ID_323,1999-11-01
1542,country_32,ID_2784,2001-04-01
1544,country_42,ID_3160,2013-01-01
1545,country_42,ID_3161,2023-10-01
1546,country_38,ID_3062,2009-01-01
1547,country_21,ID_1842,2015-11-01
1548,country_16,ID_1453,2024-06-01
1549,country_38,ID_3080,2015-01-01
1551,country_0,ID_39,2015-09-01
1553,country_22,ID_1912,2009-04-01
1554,country_18,ID_1656,2007-02-01
1555,country_36,ID_2697,2022-11-01
1556,country_6,ID_496,2017-08-01
1557,country_11,ID_1055,2023-02-01
1559,country_36,ID_2711,2022-08-01
1560,country_6,ID_477,2009-01-01
1562,country_35,ID_1181,1996-03-01
1563,country_24,ID_2105,2015-03-01
1564,country_22,ID_1947,2019-12-01
1565,country_4,ID_321,2021-03-01
1566,country_16,ID_1492,2024-03-01
1567,country_42,ID_3202,2021-09-01
1568,country_38,ID_3069,2010-12-01
1569,country_4,ID_334,2016-12-01
1570,country_35,ID_1226,2008-01-01
1571,country_7,ID_701,2021-08-01
1572,country_35,ID_1188,2015-12-01
1573,country_42,ID_3159,1996-01-01
1574,country_35,ID_1195,2023-11-01
1575,country_18,ID_1661,2013-08-01
1576,country_21,ID_1842,2016-01-01
1577,country_41,ID_3231,2006-10-01
1578,country_42,ID_3154,1999-08-01
1579,country_21,ID_1860,2021-07-01
1580,country_22,ID_1937,2014-12-01
1581,country_35,ID_1176,2014-12-01
1583,country_16,ID_1459,2018-11-01
1584,country_21,ID_1843,2014-03-01
1585,country_21,ID_1856,2021-08-01
1586,country_38,ID_3056,2004-06-01
1587,country_15,ID_988,2020-07-01
1591,country_4,ID_337,1999-10-01
1592,country_6,ID_472,2000-04-01
1593,country_13,ID_1323,2002-06-01
1594,country_41,ID_3258,1999-08-01
1595,country_38,ID_3113,2028-01-01
1596,country_35,ID_1201,2011-03-01
1597,country_1,ID_191,2011-12-01
1598,country_14,ID_1385,2019-04-01
1599,country_42,ID_3149,2018-03-01
1600,country_37,ID_606,2022-10-01
1601,country_22,ID_1927,2014-05-01
1602,country_21,ID_1873,2009-05-01
1604,country_41,ID_3282,2015-02-01
1605,country_35,ID_1182,2016-08-01
1606,country_10,ID_845,2019-12-01
1607,country_1,ID_198,2022-10-01
1608,country_21,ID_1823,2017-03-01
1609,country_14,ID_1378,2017-04-01
1610,country_15,ID_956,2023-09-01
1611,country_16,ID_1503,2024-11-01
1612,country_35,ID_1194,2023-09-01
1613,country_38,ID_3113,2012-02-01
1614,country_42,ID_3159,2001-08-01
1615,country_14,ID_1405,2019-04-01
1616,country_20,ID_1734,2010-09-01
1621,country_0,ID_42,2016-01-01
1622,country_35,ID_1180,2008-07-01
